# Generated by plot_tbld_pj.py 
# Description:
#   MWR time depdent, T^2_b
# Using:
#   mwr_zonal_average.txt
#   ch1_gfilter.txt
#   ch2_gfilter.txt
#   ch3_gfilter.txt
#   ch4_gfilter.txt
#   ch5_gfilter.txt
#   ch6_gfilter.txt

# CH1 Time dependent Tb (K)
#    PCLAT      PJ01      PJ03      PJ04      PJ05      PJ06      PJ07      PJ08      PJ09      PJ12
    -32.09     -0.04      0.31     -0.08     -0.18      0.08     -0.12      0.01     -0.00     -0.05
    -31.39     -0.04      0.29     -0.14     -0.15      0.07     -0.07      0.02     -0.02     -0.04
    -30.69     -0.07      0.27     -0.17     -0.10      0.07     -0.08      0.03     -0.02     -0.03
     -30.0     -0.13      0.24     -0.16     -0.02      0.09     -0.13      0.05     -0.02     -0.03
    -29.31     -0.19      0.21     -0.12      0.05      0.11     -0.20      0.05     -0.02     -0.03
    -28.63     -0.22      0.19     -0.08      0.10      0.15     -0.24      0.05     -0.03     -0.03
    -27.95     -0.20      0.16     -0.06      0.13      0.18     -0.25      0.03     -0.04     -0.04
    -27.28     -0.13      0.13     -0.06      0.12      0.18     -0.20      0.02     -0.04     -0.06
    -26.61     -0.06      0.09     -0.07      0.08      0.13     -0.11     -0.01     -0.01     -0.07
    -25.94     -0.01      0.06     -0.06      0.02      0.06      0.01     -0.02      0.03     -0.08
    -25.28      0.01      0.03     -0.04     -0.05     -0.01      0.10     -0.03      0.09     -0.08
    -24.62     -0.00      0.02     -0.01     -0.11     -0.06      0.15     -0.00      0.12     -0.04
    -23.97     -0.02      0.00      0.01     -0.16     -0.09      0.16      0.04      0.12      0.01
    -23.32     -0.06     -0.01      0.03     -0.19     -0.11      0.17      0.11      0.07      0.07
    -22.67     -0.09     -0.03      0.06     -0.20     -0.12      0.19      0.17     -0.02      0.10
    -22.02     -0.09     -0.03      0.10     -0.19     -0.12      0.22      0.19     -0.10      0.07
    -21.38     -0.08     -0.02      0.11     -0.13     -0.13      0.24      0.17     -0.11     -0.00
    -20.74     -0.08      0.02      0.07     -0.07     -0.14      0.25      0.12     -0.04     -0.10
    -20.11     -0.09      0.05     -0.02     -0.05     -0.14      0.26      0.07      0.05     -0.18
    -19.47     -0.09      0.06     -0.14     -0.07     -0.10      0.26      0.04      0.09     -0.23
    -18.84     -0.06      0.04     -0.19     -0.06     -0.04      0.31      0.05      0.07     -0.27
    -18.21     -0.02      0.01     -0.14     -0.02      0.02      0.39      0.05      0.03     -0.29
    -17.58      0.01     -0.00     -0.03     -0.00      0.05      0.48      0.05     -0.01     -0.30
    -16.96      0.02      0.02      0.08     -0.06      0.06      0.49      0.05     -0.03     -0.27
    -16.33     -0.01      0.10      0.15     -0.13      0.10      0.38      0.06     -0.06     -0.23
    -15.71     -0.09      0.23      0.15     -0.16      0.14      0.20      0.07     -0.08     -0.19
    -15.09     -0.17      0.37      0.07     -0.11      0.15      0.04      0.06     -0.05     -0.16
    -14.48     -0.16      0.45     -0.03     -0.05      0.11     -0.03      0.04      0.02     -0.13
    -13.86     -0.09      0.41     -0.04     -0.05      0.05     -0.01      0.01      0.09     -0.09
    -13.25     -0.02      0.23      0.09     -0.09      0.02     -0.02     -0.03      0.11     -0.05
    -12.64      0.01      0.01      0.22     -0.14      0.05     -0.06     -0.05      0.08     -0.01
    -12.02      0.04     -0.15      0.23     -0.16      0.09     -0.07     -0.04      0.06      0.04
    -11.42      0.04     -0.19      0.15     -0.16      0.10     -0.05     -0.04      0.03      0.08
    -10.81     -0.00     -0.14      0.12     -0.14      0.04     -0.02     -0.05     -0.02      0.12
     -10.2     -0.04     -0.05      0.12     -0.09     -0.03      0.02     -0.07     -0.09      0.13
     -9.59     -0.01      0.06      0.06     -0.06     -0.09      0.07     -0.05     -0.17      0.12
     -8.99      0.07      0.17     -0.00     -0.11     -0.08      0.09     -0.03     -0.26      0.07
     -8.39      0.10      0.23      0.04     -0.18      0.04      0.05     -0.01     -0.34     -0.02
     -7.78      0.09      0.25      0.07     -0.19      0.18      0.08     -0.01     -0.37     -0.08
     -7.18      0.04      0.23     -0.03     -0.10      0.21      0.16     -0.03     -0.32     -0.11
     -6.58     -0.07      0.22     -0.09      0.04      0.14      0.18     -0.07     -0.23     -0.10
     -5.98     -0.18      0.18      0.00      0.12      0.07      0.13     -0.12     -0.13     -0.09
     -5.38     -0.17      0.11      0.07      0.19      0.01      0.10     -0.11     -0.03     -0.06
     -4.78     -0.02      0.06     -0.03      0.16     -0.08      0.08     -0.07      0.01     -0.02
     -4.18      0.10      0.05     -0.12      0.10     -0.17      0.05     -0.01      0.02      0.02
     -3.58      0.11      0.07     -0.04      0.03     -0.17      0.02      0.03      0.05      0.03
     -2.99      0.10      0.05     -0.01      0.00     -0.15      0.10      0.02      0.04      0.00
     -2.39      0.10      0.03     -0.16      0.01     -0.14      0.17     -0.03      0.02     -0.02
     -1.79      0.05      0.02     -0.24      0.01     -0.07      0.17     -0.11      0.06     -0.02
     -1.19     -0.05      0.01     -0.18      0.03      0.09      0.10     -0.15      0.13     -0.01
      -0.6     -0.07      0.02     -0.13      0.06      0.21     -0.00     -0.15      0.13     -0.04
       0.0     -0.02      0.02     -0.13     -0.02      0.22     -0.05     -0.12      0.03     -0.07
       0.6      0.01      0.02     -0.10     -0.04      0.20     -0.04     -0.14     -0.00     -0.07
      1.19     -0.03      0.02     -0.02     -0.08      0.15     -0.01     -0.16      0.08     -0.04
      1.79     -0.05      0.03     -0.02     -0.03      0.19      0.02     -0.06      0.18     -0.05
      2.39     -0.04     -0.00     -0.08      0.02      0.17      0.02      0.07      0.18     -0.03
      2.99     -0.05     -0.07     -0.06     -0.00      0.09      0.02      0.14      0.11      0.02
      3.58     -0.12     -0.11     -0.01      0.04      0.02      0.14      0.11      0.14      0.04
      4.18     -0.19     -0.04     -0.03     -0.06      0.02      0.35      0.09      0.18      0.04
      4.78     -0.19      0.08     -0.04     -0.09      0.10      0.54      0.13      0.20      0.01
      5.38     -0.18      0.19     -0.01     -0.17      0.07      0.50      0.13      0.05      0.04
      5.98     -0.19      0.22      0.07     -0.22      0.03      0.45      0.15     -0.02      0.05
      6.58     -0.23      0.13      0.06     -0.21     -0.00      0.49      0.20     -0.01      0.03
      7.18     -0.23      0.02      0.01     -0.31     -0.01      0.52      0.27     -0.05     -0.03
      7.78     -0.13      0.01     -0.02     -0.29      0.00      0.42      0.30     -0.09     -0.06
      8.39     -0.02      0.09     -0.06     -0.23     -0.02      0.28      0.26     -0.19     -0.08
      8.99     -0.01      0.19     -0.14     -0.08     -0.04      0.27      0.22     -0.19     -0.08
      9.59     -0.09      0.20     -0.24     -0.11     -0.03      0.29      0.27     -0.21     -0.04
      10.2     -0.16      0.17     -0.25     -0.23      0.10      0.19      0.33     -0.17      0.05
     10.81     -0.12      0.18     -0.22     -0.30      0.18      0.07      0.38     -0.14      0.11
     11.42     -0.04      0.25     -0.23     -0.19      0.15     -0.08      0.32     -0.10      0.11
     12.02     -0.01      0.34     -0.29     -0.08      0.10     -0.31      0.22     -0.16      0.10
     12.64     -0.04      0.44     -0.31     -0.04      0.09     -0.39      0.19     -0.28      0.14
     13.25     -0.09      0.52     -0.23     -0.09      0.06     -0.36      0.24     -0.42      0.20
     13.86     -0.10      0.54     -0.13     -0.13      0.01     -0.10      0.33     -0.54      0.18
     14.48     -0.06      0.48     -0.08     -0.15     -0.05      0.02      0.36     -0.51      0.17
     15.09     -0.05      0.34     -0.10     -0.23     -0.04      0.05      0.34     -0.36      0.12
     15.71     -0.10      0.20     -0.14     -0.26     -0.03      0.02      0.31     -0.12      0.14
     16.33     -0.16      0.12     -0.18     -0.25      0.01      0.03      0.31     -0.00      0.10
     16.96     -0.16      0.08     -0.24     -0.16      0.02      0.06      0.31     -0.03      0.08
     17.58     -0.08      0.04     -0.33     -0.12      0.03      0.10      0.29     -0.11      0.03
     18.21      0.00      0.02     -0.37     -0.06      0.05      0.07      0.26     -0.15      0.03
     18.84      0.04      0.04     -0.32     -0.01      0.04      0.05      0.22     -0.16      0.04
     19.47      0.04      0.08     -0.22     -0.04     -0.01      0.03      0.21     -0.10      0.08
     20.11      0.01      0.08     -0.12     -0.14     -0.03      0.02      0.19      0.00      0.10
     20.74     -0.00      0.02     -0.07     -0.18     -0.00     -0.01      0.15      0.11      0.07
     21.38      0.01     -0.04     -0.05     -0.14     -0.01     -0.01      0.13      0.17      0.03
     22.02      0.03     -0.07     -0.06     -0.12     -0.03      0.02      0.11      0.18      0.02
     22.67      0.05     -0.07     -0.08     -0.15     -0.01      0.05      0.08      0.22      0.01
     23.32      0.04     -0.05     -0.10     -0.16     -0.01      0.04      0.06      0.28     -0.03
     23.97      0.01     -0.04     -0.13     -0.13     -0.06     -0.00      0.07      0.34     -0.08
     24.62     -0.04     -0.07     -0.12     -0.12     -0.06     -0.04      0.10      0.38     -0.06
     25.28     -0.08     -0.14     -0.07     -0.16      0.01     -0.08      0.07      0.46     -0.01
     25.94     -0.09     -0.23      0.02     -0.19      0.05     -0.08      0.01      0.60     -0.00
     26.61     -0.10     -0.24      0.10     -0.19     -0.05     -0.01     -0.02      0.73     -0.06
     27.28     -0.13     -0.16      0.17     -0.18     -0.18      0.06     -0.01      0.84     -0.12
     27.95     -0.15     -0.01      0.25     -0.24     -0.25      0.03     -0.01      0.94     -0.14
     28.63     -0.11      0.11      0.33     -0.33     -0.23     -0.08     -0.06      1.02     -0.13
     29.31     -0.05      0.16      0.41     -0.36     -0.18     -0.15     -0.16      1.06     -0.11
      30.0     -0.04      0.17      0.50     -0.32     -0.14     -0.13     -0.26      1.07     -0.09
     30.69     -0.12      0.19      0.61     -0.24     -0.16     -0.10     -0.33      1.08     -0.06
     31.39     -0.22      0.27      0.75     -0.18     -0.19     -0.12     -0.34      1.11     -0.01
     32.09     -0.27      0.39      0.90     -0.15     -0.20     -0.16     -0.31      1.13     -0.00
      32.8     -0.25      0.53      1.05     -0.14     -0.14     -0.18     -0.27      1.15     -0.01
     33.51     -0.22      0.65      1.22     -0.21     -0.04     -0.24     -0.23      1.19     -0.02
     34.23     -0.19      0.73      1.41     -0.33      0.03     -0.41     -0.20      1.21     -0.04
     34.95     -0.19      0.78      1.60     -0.43      0.01     -0.64     -0.18      1.19     -0.07
     35.69     -0.23      0.82      1.73     -0.42     -0.03     -0.82     -0.17      1.16     -0.11
     36.42     -0.30      0.89      1.76     -0.32     -0.05     -0.92     -0.18      1.12     -0.10
     37.17     -0.39      0.99      1.75     -0.22     -0.03     -0.93     -0.20      1.06     -0.05
     37.92     -0.48      1.12      1.76     -0.16     -0.05     -0.85     -0.21      0.98      0.02
     38.68     -0.54      1.27      1.84     -0.14     -0.12     -0.70     -0.19      0.91      0.05
     39.45     -0.55      1.42      1.95     -0.14     -0.16     -0.53     -0.15      0.90      0.06
     40.23     -0.51      1.55      2.04     -0.20     -0.14     -0.41     -0.12      0.95      0.05
     41.01     -0.43      1.67      2.10     -0.31     -0.10     -0.36     -0.12      1.02      0.05
     41.81     -0.36      1.74      2.11     -0.49     -0.16     -0.36     -0.13      1.16      0.04
     42.61     -0.32      1.74      2.05     -0.69     -0.34     -0.35     -0.11      1.28      0.03
     43.41     -0.34      1.66      1.94     -0.86     -0.53     -0.32     -0.07      1.31     -0.00
      44.2     -0.36      1.55      1.83     -1.02     -0.60     -0.26     -0.06      1.08     -0.04
     44.99     -0.37      1.47      1.73     -1.23     -0.51     -0.20     -0.09      0.68     -0.06
     45.78     -0.35      1.42      1.66     -1.55     -0.33     -0.18     -0.15      0.23     -0.05
     46.57     -0.30      1.41      1.57     -1.98     -0.20     -0.22     -0.20     -0.07     -0.03
     47.36     -0.27      1.40      1.45     -2.43     -0.18     -0.31     -0.27     -0.28     -0.01
     48.14     -0.26      1.38      1.29     -2.76     -0.26     -0.38     -0.32     -0.50     -0.02
     48.92     -0.26      1.34      1.09     -2.77     -0.39     -0.41     -0.36     -0.78     -0.06
      49.7     -0.26      1.26      0.88     -2.47     -0.47     -0.39     -0.37     -1.09     -0.11
     50.48     -0.28      1.19      0.70     -1.95     -0.46     -0.36     -0.37     -1.37     -0.16
     51.26     -0.33      1.06      0.58     -1.36     -0.38     -0.32     -0.37     -1.61     -0.19
     52.03     -0.42      0.97      0.44     -0.63     -0.28     -0.30     -0.38     -1.78     -0.19
      52.8     -0.51      0.83      0.27      0.22     -0.18     -0.29     -0.42     -1.99     -0.19
     53.57     -0.61      0.74      0.11      1.11     -0.08     -0.29     -0.49     -2.44     -0.19
     54.34     -0.68      0.61     -0.01      1.87      0.02     -0.30     -0.58     -3.38     -0.22
     55.11     -0.74      0.49     -0.15      2.44      0.11     -0.32     -0.65     -4.61     -0.27
     55.87     -0.73      0.39     -0.27      2.71      0.19     -0.34     -0.68     -5.67     -0.32
     56.64     -0.69      0.27     -0.39      2.69      0.30     -0.37     -0.67     -6.11     -0.38
      57.4     -0.63      0.17     -0.55      2.36      0.44     -0.42     -0.63     -5.98     -0.43
     58.16     -0.60      0.02     -0.81      1.84      0.61     -0.49     -0.63     -5.43     -0.53
     58.92     -0.63     -0.14     -1.13      1.22      0.83     -0.61     -0.68     -4.68     -0.64
     59.68     -0.70     -0.34     -1.44      0.57      1.08     -0.76     -0.79     -3.77     -0.77
# CH2 Time dependent Ld (%)
#    PCLAT      PJ01      PJ03      PJ04      PJ05      PJ06      PJ07      PJ08      PJ09      PJ12
    -59.68     -0.24      0.23     -0.15      0.33      0.90     -0.02     -0.15     -0.06      0.42
    -58.92     -0.24      0.27     -0.29      0.33      0.92     -0.04     -0.13     -0.06      0.41
    -58.16     -0.25      0.30     -0.41      0.32      0.93     -0.03     -0.11     -0.06      0.39
     -57.4     -0.26      0.31     -0.50      0.31      0.94     -0.01     -0.08     -0.06      0.35
    -56.64     -0.29      0.33     -0.50      0.30      0.95      0.04     -0.06     -0.07      0.30
    -55.87     -0.31      0.33     -0.46      0.30      0.96      0.09     -0.04     -0.07      0.23
    -55.11     -0.34      0.34     -0.36      0.29      0.95      0.14     -0.02     -0.07      0.16
    -54.34     -0.35      0.32     -0.24      0.29      0.93      0.16      0.01     -0.07      0.08
    -53.57     -0.37      0.29     -0.12      0.28      0.91      0.15      0.03     -0.06     -0.00
     -52.8     -0.37      0.26     -0.02      0.28      0.90      0.12      0.07     -0.04     -0.07
    -52.03     -0.38      0.23      0.01      0.29      0.90      0.07      0.11     -0.00     -0.12
    -51.26     -0.39      0.19      0.01      0.32      0.90      0.01      0.15      0.04     -0.16
    -50.48     -0.41      0.15     -0.04      0.34      0.90     -0.05      0.20      0.10     -0.18
     -49.7     -0.44      0.10     -0.09      0.37      0.90     -0.10      0.24      0.16     -0.18
    -48.92     -0.47      0.05     -0.16      0.39      0.89     -0.15      0.26      0.22     -0.17
    -48.14     -0.48     -0.01     -0.20      0.41      0.87     -0.19      0.28      0.27     -0.14
    -47.36     -0.44     -0.06     -0.25      0.44      0.84     -0.24      0.28      0.32     -0.10
    -46.57     -0.36     -0.11     -0.27      0.44      0.80     -0.30      0.27      0.35     -0.06
    -45.78     -0.23     -0.15     -0.27      0.44      0.75     -0.39      0.25      0.37     -0.01
    -44.99     -0.12     -0.20     -0.25      0.40      0.67     -0.51      0.20      0.37      0.01
     -44.2     -0.01     -0.24     -0.21      0.36      0.57     -0.63      0.14      0.36      0.02
    -43.41      0.03     -0.28     -0.13      0.30      0.47     -0.74      0.06      0.32      0.01
    -42.61      0.03     -0.31     -0.01      0.25      0.39     -0.77      0.01      0.31      0.01
    -41.81     -0.04     -0.34      0.13      0.21      0.33     -0.73     -0.03      0.30     -0.00
    -41.01     -0.16     -0.35      0.29      0.19      0.29     -0.61     -0.04      0.30     -0.00
    -40.23     -0.31     -0.35      0.41      0.16      0.26     -0.44     -0.04      0.31     -0.02
    -39.45     -0.46     -0.35      0.48      0.13      0.23     -0.27     -0.03      0.31     -0.05
    -38.68     -0.57     -0.33      0.51      0.09      0.20     -0.14     -0.04      0.31     -0.09
    -37.92     -0.63     -0.28      0.50      0.04      0.16     -0.06     -0.05      0.31     -0.12
    -37.17     -0.59     -0.21      0.47     -0.02      0.13     -0.04     -0.07      0.30     -0.14
    -36.42     -0.48     -0.12      0.43     -0.07      0.11     -0.05     -0.08      0.28     -0.13
    -35.69     -0.34     -0.05      0.41     -0.12      0.10     -0.08     -0.10      0.25     -0.12
    -34.95     -0.22     -0.00      0.39     -0.14      0.09     -0.11     -0.12      0.20     -0.10
    -34.23     -0.14      0.03      0.38     -0.14      0.09     -0.12     -0.15      0.14     -0.07
    -33.51     -0.14      0.04      0.36     -0.09      0.08     -0.11     -0.17      0.09     -0.02
     -32.8     -0.18      0.04      0.33     -0.01      0.07     -0.10     -0.20      0.04      0.02
    -32.09     -0.25      0.05      0.28      0.09      0.06     -0.10     -0.21      0.02      0.06
    -31.39     -0.28      0.06      0.22      0.17      0.07     -0.12     -0.21      0.01      0.08
    -30.69     -0.28      0.09      0.18      0.20      0.09     -0.17     -0.20      0.02      0.08
     -30.0     -0.25      0.12      0.15      0.16      0.12     -0.22     -0.17      0.04      0.06
    -29.31     -0.23      0.18      0.13      0.06      0.15     -0.24     -0.12      0.07      0.03
    -28.63     -0.25      0.24      0.13     -0.07      0.16     -0.24     -0.07      0.11      0.01
    -27.95     -0.28      0.30      0.13     -0.18      0.12     -0.19     -0.03      0.14      0.01
    -27.28     -0.28      0.34      0.12     -0.23      0.03     -0.14     -0.02      0.17      0.03
    -26.61     -0.21      0.37      0.09     -0.22     -0.10     -0.09     -0.03      0.18      0.05
    -25.94     -0.11      0.36      0.05     -0.15     -0.23     -0.05     -0.06      0.18      0.05
    -25.28     -0.02      0.33      0.02     -0.07     -0.32      0.00     -0.07      0.17      0.04
    -24.62     -0.03      0.30      0.03     -0.02     -0.36      0.09     -0.07      0.17     -0.01
    -23.97     -0.15      0.31      0.06     -0.01     -0.33      0.25     -0.04      0.19     -0.09
    -23.32     -0.30      0.33      0.11     -0.05     -0.25      0.46     -0.01      0.21     -0.21
    -22.67     -0.38      0.36      0.15     -0.11     -0.16      0.65     -0.00      0.23     -0.33
    -22.02     -0.35      0.36      0.14     -0.16     -0.07      0.76     -0.02      0.23     -0.42
    -21.38     -0.26      0.33      0.10     -0.16     -0.00      0.73     -0.07      0.23     -0.42
    -20.74     -0.20      0.25      0.03     -0.13      0.03      0.59     -0.11      0.22     -0.35
    -20.11     -0.18      0.14     -0.05     -0.08      0.05      0.46     -0.14      0.20     -0.25
    -19.47     -0.15      0.03     -0.11     -0.01      0.05      0.46     -0.16      0.15     -0.16
    -18.84     -0.14     -0.05     -0.13      0.07      0.06      0.61     -0.18      0.09     -0.14
    -18.21     -0.16     -0.07     -0.10      0.17      0.06      0.77     -0.21      0.05     -0.16
    -17.58     -0.18     -0.03     -0.06      0.21      0.05      0.76     -0.25      0.05     -0.21
    -16.96     -0.12      0.05     -0.03      0.16      0.02      0.59     -0.27      0.06     -0.22
    -16.33     -0.01      0.13     -0.01      0.09     -0.01      0.38     -0.29      0.04     -0.20
    -15.71      0.01      0.20      0.01      0.07     -0.02      0.24     -0.29     -0.04     -0.14
    -15.09     -0.03      0.20      0.04      0.08      0.01      0.14     -0.28     -0.11     -0.09
    -14.48     -0.01      0.14      0.09      0.05      0.05      0.02     -0.25     -0.11     -0.08
    -13.86      0.04      0.04      0.15     -0.03      0.08     -0.09     -0.19     -0.01     -0.09
    -13.25      0.04     -0.04      0.20     -0.11      0.09     -0.13     -0.12      0.12     -0.11
    -12.64      0.02     -0.05      0.21     -0.17      0.07     -0.13     -0.04      0.20     -0.13
    -12.02      0.06     -0.03      0.16     -0.19      0.03     -0.12      0.02      0.21     -0.14
    -11.42      0.12     -0.02      0.09     -0.20      0.02     -0.09      0.04      0.16     -0.13
    -10.81      0.14     -0.01      0.06     -0.20      0.05     -0.02      0.01      0.11     -0.11
     -10.2      0.14      0.01      0.05     -0.17      0.09      0.03     -0.05      0.08     -0.10
     -9.59      0.14      0.02      0.05     -0.09      0.12      0.01     -0.11      0.07     -0.10
     -8.99      0.11      0.04      0.03     -0.01      0.12     -0.03     -0.14      0.05     -0.11
     -8.39      0.05      0.04     -0.01      0.02      0.10     -0.05     -0.11      0.01     -0.12
     -7.78      0.04      0.05     -0.07      0.03      0.08     -0.05     -0.03     -0.02     -0.12
     -7.18      0.02      0.03     -0.09      0.04      0.07     -0.01      0.03     -0.01     -0.12
     -6.58     -0.05      0.01     -0.03      0.05      0.11      0.02      0.03      0.02     -0.11
     -5.98     -0.15      0.02      0.04      0.02      0.17     -0.04      0.00      0.07     -0.08
     -5.38     -0.14      0.08      0.04     -0.09      0.15     -0.12     -0.01      0.10     -0.05
     -4.78     -0.07      0.16      0.01     -0.22      0.04     -0.05      0.00      0.13     -0.01
     -4.18     -0.01      0.21     -0.03     -0.27     -0.05      0.04     -0.00      0.15      0.02
     -3.58     -0.02      0.19     -0.08     -0.17     -0.04      0.01     -0.05      0.15      0.04
     -2.99     -0.06      0.12     -0.14     -0.04      0.03     -0.04     -0.13      0.14      0.04
     -2.39     -0.08      0.06     -0.15      0.02      0.09     -0.02     -0.19      0.10      0.02
     -1.79     -0.07      0.08     -0.10     -0.04      0.13      0.01     -0.18      0.05     -0.02
     -1.19     -0.11      0.15     -0.04     -0.10      0.19     -0.01     -0.16      0.04     -0.06
      -0.6     -0.18      0.19     -0.05     -0.11      0.22     -0.10     -0.13      0.10     -0.01
       0.0     -0.16      0.16     -0.13     -0.07      0.20     -0.13     -0.07      0.11      0.10
       0.6     -0.03      0.09     -0.21     -0.04      0.13     -0.04     -0.03      0.01      0.22
      1.19      0.10      0.02     -0.17      0.01      0.06     -0.04     -0.03     -0.11      0.28
      1.79      0.08     -0.01     -0.01     -0.01      0.01     -0.02     -0.04     -0.08      0.24
      2.39     -0.02     -0.07      0.10     -0.07     -0.06     -0.09     -0.01      0.09      0.15
      2.99     -0.11     -0.16      0.14     -0.12     -0.04      0.02      0.04      0.20      0.05
      3.58     -0.17     -0.18      0.09     -0.10     -0.02      0.14      0.04      0.20     -0.00
      4.18     -0.15     -0.04     -0.03     -0.06     -0.00      0.18      0.02      0.13     -0.00
      4.78     -0.14      0.18     -0.14     -0.10     -0.06      0.27     -0.00      0.07      0.03
      5.38     -0.12      0.31     -0.17     -0.13     -0.09      0.25      0.02      0.06      0.06
      5.98     -0.16      0.30     -0.16     -0.06     -0.04      0.17      0.06      0.04      0.08
      6.58     -0.20      0.18     -0.11      0.03     -0.05      0.06      0.13      0.02      0.15
      7.18     -0.16      0.06      0.01      0.02     -0.11      0.04      0.17     -0.05      0.22
      7.78     -0.10     -0.02      0.11     -0.12     -0.19      0.17      0.16     -0.17      0.16
      8.39     -0.00     -0.03      0.01     -0.26     -0.14      0.20      0.11     -0.28      0.04
      8.99      0.10     -0.02     -0.14     -0.25     -0.03      0.29      0.11     -0.30      0.02
      9.59      0.14      0.00     -0.15     -0.25     -0.01      0.42      0.15     -0.25      0.13
      10.2      0.11      0.02     -0.12     -0.23     -0.11      0.60      0.20     -0.19      0.19
     10.81      0.04      0.02     -0.09     -0.16     -0.18      0.58      0.16     -0.15      0.16
     11.42      0.03     -0.07     -0.00     -0.07     -0.09      0.32      0.11     -0.17      0.09
     12.02      0.13     -0.22      0.10      0.01      0.04      0.02      0.07     -0.19      0.05
     12.64      0.19     -0.30      0.09      0.01      0.08     -0.09      0.10     -0.22      0.07
     13.25      0.18     -0.27      0.02      0.01      0.07     -0.09      0.12     -0.25      0.13
     13.86      0.12     -0.20      0.03      0.03      0.12      0.01      0.08     -0.32      0.19
     14.48      0.05     -0.16      0.07      0.06      0.16      0.03      0.00     -0.39      0.20
     15.09     -0.03     -0.11      0.01      0.06      0.16     -0.01     -0.01     -0.37      0.20
     15.71     -0.10      0.01     -0.07     -0.02      0.12      0.01     -0.02     -0.28      0.21
     16.33     -0.08      0.09     -0.10     -0.05      0.09      0.07     -0.05     -0.20      0.19
     16.96     -0.01      0.07     -0.07      0.01      0.07      0.12     -0.14     -0.18      0.18
     17.58      0.01     -0.01     -0.03      0.11      0.07      0.07     -0.20     -0.19      0.16
     18.21     -0.02     -0.02     -0.03      0.13      0.08      0.02     -0.18     -0.21      0.11
     18.84     -0.01      0.04     -0.04      0.17      0.03      0.00     -0.10     -0.21      0.02
     19.47     -0.01      0.11     -0.03      0.21      0.03      0.01     -0.01     -0.19     -0.04
     20.11     -0.04      0.16     -0.02      0.13      0.11      0.02      0.03     -0.15     -0.07
     20.74     -0.05      0.19     -0.03     -0.02      0.15      0.01      0.02     -0.10     -0.09
     21.38      0.02      0.18     -0.09     -0.09      0.07     -0.06      0.01     -0.06     -0.08
     22.02      0.12      0.13     -0.15     -0.05     -0.05     -0.12      0.04     -0.04      0.00
     22.67      0.13      0.04     -0.17     -0.00     -0.06     -0.08      0.09     -0.03      0.11
     23.32      0.03     -0.07     -0.13      0.05      0.01     -0.02      0.12     -0.02      0.13
     23.97     -0.08     -0.13     -0.07      0.07      0.06      0.01      0.10     -0.02      0.09
     24.62     -0.09     -0.12     -0.04      0.01      0.07      0.07      0.08     -0.05      0.03
     25.28     -0.02     -0.08     -0.04     -0.05      0.06      0.14      0.08     -0.08      0.01
     25.94      0.01     -0.09     -0.04     -0.01      0.03      0.14      0.07     -0.10      0.04
     26.61     -0.02     -0.13     -0.01      0.06     -0.01      0.04      0.03     -0.07      0.13
     27.28     -0.04     -0.20      0.03     -0.02     -0.01     -0.01      0.01     -0.03      0.20
     27.95     -0.01     -0.25      0.05     -0.14      0.05      0.05      0.02     -0.02      0.18
     28.63      0.02     -0.29      0.07     -0.12      0.10      0.11      0.03     -0.06      0.11
     29.31      0.01     -0.29      0.09      0.04      0.07      0.10      0.03     -0.10      0.09
      30.0     -0.04     -0.25      0.11      0.14     -0.01      0.07      0.01     -0.11      0.15
     30.69     -0.07     -0.19      0.14      0.08     -0.07      0.09     -0.05     -0.10      0.22
     31.39     -0.06     -0.10      0.18     -0.03     -0.10      0.10     -0.15     -0.09      0.24
     32.09     -0.01     -0.01      0.22     -0.06     -0.13      0.05     -0.25     -0.10      0.22
      32.8      0.05      0.09      0.25     -0.01     -0.18     -0.03     -0.27     -0.13      0.19
     33.51      0.10      0.17      0.30      0.04     -0.19     -0.12     -0.25     -0.18      0.18
     34.23      0.09      0.23      0.37      0.04     -0.13     -0.26     -0.21     -0.25      0.17
     34.95      0.04      0.27      0.47     -0.00     -0.01     -0.38     -0.19     -0.35      0.17
     35.69     -0.03      0.30      0.53     -0.05      0.09     -0.41     -0.18     -0.50      0.16
     36.42     -0.09      0.34      0.56     -0.06      0.13     -0.36     -0.20     -0.68      0.16
     37.17     -0.13      0.39      0.55     -0.03      0.09     -0.36     -0.21     -0.86      0.18
     37.92     -0.15      0.43      0.53      0.01     -0.01     -0.44     -0.17     -0.98      0.23
     38.68     -0.17      0.48      0.53      0.04     -0.13     -0.55     -0.09     -0.97      0.27
     39.45     -0.21      0.51      0.55      0.02     -0.21     -0.62     -0.03     -0.77      0.27
     40.23     -0.28      0.55      0.57     -0.04     -0.23     -0.60     -0.04     -0.24      0.20
     41.01     -0.35      0.59      0.59     -0.11     -0.21     -0.52     -0.15      0.45      0.09
     41.81     -0.39      0.63      0.62     -0.16     -0.16     -0.42     -0.30      0.97      0.03
     42.61     -0.39      0.65      0.66     -0.16     -0.09     -0.35     -0.44      0.96      0.04
     43.41     -0.36      0.64      0.69     -0.18     -0.00     -0.31     -0.50      0.54      0.10
      44.2     -0.27      0.58      0.69     -0.29      0.06     -0.31     -0.47      0.07      0.17
     44.99     -0.15      0.51      0.65     -0.51      0.04     -0.34     -0.39     -0.18      0.22
     45.78     -0.01      0.41      0.55     -0.80     -0.06     -0.36     -0.32     -0.20      0.24
